query_id	query_text	class_label
train-5512	how many tablespoons and teaspoons is one cup	measurement_conversion
train-5513	how do you convert pounds to kilos	measurement_conversion
train-5514	i need to know how to convert liters into pints	measurement_conversion
train-5515	how many quarts are in a gallon	measurement_conversion
train-5516	how many liters are in 500 gallons	measurement_conversion
train-5517	what's 12 feet in meters	measurement_conversion
train-5518	what is 10 ounces in grams, please	measurement_conversion
train-5519	is there an easy way to change feet into inches	measurement_conversion
train-5520	what's 8 ounces in cups	measurement_conversion
train-5521	help me convert feet into miles	measurement_conversion
train-5522	how many inches and centimeters would i need if i had 10 feet of something	measurement_conversion
train-5523	what is 15 ounces in grams	measurement_conversion
train-5524	how many teaspoons are in a half a cup	measurement_conversion
train-5525	how do you convert pounds to kilograms	measurement_conversion
train-5526	how many kilos are in 10 pounds	measurement_conversion
train-5527	what would be the conversion between tablespoons and teaspoons	measurement_conversion
train-5528	how many centimeters are in 4 inches	measurement_conversion
train-5529	what is 22 meters in inches	measurement_conversion
train-5530	how many crows are in 10 murders	measurement_conversion
train-5531	how do you convert ounces to pounds	measurement_conversion
train-5532	how do you convert ounces to grams	measurement_conversion
train-5533	how many teaspoons in a cup	measurement_conversion
train-5534	how many inches are in 5 feet	measurement_conversion
train-5535	how would i go about converting inches to yards	measurement_conversion
train-5536	tell me the conversion between tablespoons and cups	measurement_conversion
train-5537	how many feet are in 50 yards	measurement_conversion
train-5538	how many meters are in 10 millimeters	measurement_conversion
train-5539	tell me what ten pounds in kilos is	measurement_conversion
train-5540	convert inch to cm	measurement_conversion
train-5541	what is the conversion of inches to centimeters	measurement_conversion
train-5542	what is 15 ounces in grams, please	measurement_conversion
train-5543	how do you convert miles to kilometers	measurement_conversion
train-5544	how do i convert four inches into centimeters	measurement_conversion
train-5545	what amount of millimeters are in 50 kilometers	measurement_conversion
train-5546	how do i convert inches and centimeters	measurement_conversion
train-5547	how do you convert millimeters to decimeters	measurement_conversion
train-5548	how do i change pounds into kilograms	measurement_conversion
train-5549	how many miles is five kilometers	measurement_conversion
train-5550	how and where are my w2 forms given	w2
train-5551	where can i get a w2 form	w2
train-5552	what is the location of my w2 that is needed for taxes	w2
train-5553	can you access my w-2	w2
train-5554	how do i get a personal w2 form	w2
train-5555	i would like to get the forms to file for my w2	w2
train-5556	can you tell me what the form is employers are supposed to send you for taxes and where i get it	w2
train-5557	who has the tax form that shows my wages	w2
train-5558	can you help me find my w-2	w2
train-5559	where can i obtain a w2 form from	w2
train-5560	provide me assistance on where to go to get my w2 for tax reasons	w2
train-5561	where can i get a w2 form from	w2
train-5562	how do i get a w2	w2
train-5563	does my w2 come by mail	w2
train-5564	how can i get my year end summary for taxes	w2
train-5565	i'm having trouble locating my w-2	w2
train-5566	where can i get the employment form i need to do my taxes	w2
train-5567	what is the form i need to report my earnings	w2
train-5568	i am in need of my w2 for tax reasons; provide me where to get it	w2
train-5569	help me get a w2 to do my taxes	w2
train-5570	do you know where my w-2 is	w2
train-5571	can you tell me where to get a w2	w2
train-5572	where is my w2	w2
train-5573	where can i find my w-2	w2
train-5574	where do i pick up a w2 form	w2
train-5575	who has the tax form that has my wage informaton	w2
train-5576	can you locate my w-2	w2
train-5577	i need to find my w2 so i can do taxes	w2
train-5578	where do i go to get my w2 for tax reasons	w2
train-5579	where do i get the form i need for taxes	w2
train-5580	who can send me a w2 so i can complete my taxes	w2
train-5581	where can i get the form i need to do my taxes	w2
train-5582	where can i locate a form for my w2	w2
train-5583	locate my w-2 form	w2
train-5584	how can i get my w2 to do my taxes	w2
train-5585	have i been sent my w-2 in my email	w2
train-5586	how do i get a w2 form and from where	w2
train-5587	where would my w2 be found so i can do my taxes	w2
train-5588	where do i locate the form that has my tax information	w2
train-5589	where do i get my w2 form from	w2
train-5590	i would like to know how to find my w-2	w2
train-5591	i need to do taxes and have to get a w2	w2
train-5592	where can i get the employment document that i need to do my taxes, please	w2
train-5593	where is the w-2 form located	w2
train-5594	what location can i get a w2 from	w2
train-5595	where do i get the tax form that i have to report to the irs	w2
train-5596	where do i go to get my w-2	w2
train-5597	i need help getting a w-2	w2
train-5598	where can i obtain a w2 form	w2
train-5599	what is that tax form that shows my wages and where do i get it	w2
train-5600	i would like an uber please	uber
train-5601	can i get an uber for five people to go to the national gallery of art	uber
train-5602	we need an uber pool for 2 passengers going to the greenboro airport	uber
train-5603	i need an uber to the doctor	uber
train-5604	can i get an uber to union station for 3 riders	uber
train-5605	please book me an uber and enter destination penn station, new york	uber
train-5606	i need to uber somewhere	uber
train-5607	can you get me an uber to the science museum	uber
train-5608	i need an uber for 7 people to go to safire restaurant	uber
train-5609	i would like to get an uber to the movies	uber
train-5610	ai i have 4 people need to get to get me uber	uber
train-5611	get an uber to take me to my brother's house in mineola	uber
train-5612	ai i need to go to charlies with eight adults can you get uber	uber
train-5613	i need an uber for 2 for orlando	uber
train-5614	can you send me an uber to go to a restaurant in downtown phoenix	uber
train-5615	i want to reserve an uber to go to the airport	uber
train-5616	call an uber to mark's house	uber
train-5617	i would like to request an uber please	uber
train-5618	can i get an uber for 4 to the mall	uber
train-5619	i need to get an uber for three people to go to the zoo	uber
train-5620	i need an uber reserved to take me to the restaurant	uber
train-5621	get an uber to the airport	uber
train-5622	are there any ubers available that fit 5 people we are going to wendys	uber
train-5623	i need an uber that fits ten people to go to chipotle	uber
train-5624	get me an uber for 4 heading to miam	uber
train-5625	call an uber to mcdonalds	uber
train-5626	schedule an uber for 3 to go to the airport	uber
train-5627	i want to get an uber for one person to go to the library	uber
train-5628	i need an uber for 3 passengers to go to madison square garden	uber
train-5629	schedule an uber to the mall	uber
train-5630	i want to book uber for 3 people to union station	uber
train-5631	find an uber xl to take me to the kroger near me	uber
train-5632	i would like an uber going to atlantic city, new jersey	uber
train-5633	can i get a car to the baseball field for 12	uber
train-5634	call an uber that fits 5 people that are on their way to wendys	uber
train-5635	i am stranded and need uber	uber
train-5636	schedule me an uber to the mall	uber
train-5637	i need to catch an uber to cal expo	uber
train-5638	please order an uber for me to go to the zoo	uber
train-5639	i need an uber to class tonight on the mainline campus	uber
train-5640	please book an uber for chima's	uber
train-5641	help me get an uber to ann arbor	uber
train-5642	uber, i have 3 people who are going to union station	uber
train-5643	set me up with an uber	uber
train-5644	i would like an uber going to the train station, please	uber
train-5645	can you please reserve my uber to go to devon's seafood restaurant	uber
train-5646	can you call an uber for 2 to go to proof on main	uber
train-5647	i am in need of an uber to the hospital	uber
train-5648	i need an uber to times square asap	uber
train-5649	i want an uber	uber
train-5650	can you add cherrios to my shopping list	shopping_list_update
train-5651	add eggs to my shopping list and remove cheese	shopping_list_update
train-5652	write apples on my shopping list	shopping_list_update
train-5653	i want you to add milk on my shopping list unless it is already on it	shopping_list_update
train-5654	my shopping list should have carrots on it	shopping_list_update
train-5655	maybe we can put blank cds on my list for shopping	shopping_list_update
train-5656	is bacon on my shopping list, add if it's not	shopping_list_update
train-5657	add flour to my shopping list if it's not already on it	shopping_list_update
train-5658	please add milk on my shopping list, if it is not already on it	shopping_list_update
train-5659	put spaghetti on my shopping list cause i'm out of it please	shopping_list_update
train-5660	add sprite to my shopping list	shopping_list_update
train-5661	i need oranges on my shopping list	shopping_list_update
train-5662	take carrots off my list for shopping	shopping_list_update
train-5663	please make sure oranges are on my shopping list	shopping_list_update
train-5664	do me a favor and put sharpies on my list for shopping	shopping_list_update
train-5665	is the milk on the shopping list if not, please add	shopping_list_update
train-5666	delete ice cream from my shopping list	shopping_list_update
train-5667	i need to add cherrios to the grocery list	shopping_list_update
train-5668	get rid of butter on my shopping list	shopping_list_update
train-5669	can you put oranges on my shopping list	shopping_list_update
train-5670	remove carrots from my shopping list and add soda	shopping_list_update
train-5671	i need for you to remove milk from my shopping list and add bread	shopping_list_update
train-5672	do i have bananas on my list, if not please put them on the list	shopping_list_update
train-5673	please remove ginger ale from my shopping list and add root beer	shopping_list_update
train-5674	put milk on my shopping list cause i'm out of it	shopping_list_update
train-5675	add mountain dew to my list for shopping	shopping_list_update
train-5676	is paprika listed on my shopping list, please add it	shopping_list_update
train-5677	i want to remove milk from my shopping list and add bread	shopping_list_update
train-5678	go ahead and erase cashews from my list, and add walnuts to it, please	shopping_list_update
train-5679	please take away the fries from the shopping list	shopping_list_update
train-5680	x on the shopping list please	shopping_list_update
train-5681	add groceries to my shopping list as i am out	shopping_list_update
train-5682	would you remove bread from my shopping list and add bread	shopping_list_update
train-5683	i need to delete tomatoes from my shopping list and add onions instead	shopping_list_update
train-5684	remove chips from my shopping list	shopping_list_update
train-5685	remove fries from my shopping list	shopping_list_update
train-5686	i need you to add creamer to my shopping list	shopping_list_update
train-5687	take fresh carrots off my shopping list	shopping_list_update
train-5688	add bread to my list of groceries	shopping_list_update
train-5689	on my shopping list, remove bread and add milk	shopping_list_update
train-5690	are bananas on my shopping list can you add them if they aren't	shopping_list_update
train-5691	can you put detergent on my shopping list cause i'm all out	shopping_list_update
train-5692	can you take frozen food of my shopping list	shopping_list_update
train-5693	would you add bananas to my shopping list as i am out	shopping_list_update
train-5694	can you add carrots to my shopping list and delete potatoes	shopping_list_update
train-5695	remove corn from my shopping list	shopping_list_update
train-5696	can you take carrots off my shopping list and add soda	shopping_list_update
train-5697	please add sugar to my shopping list if it's not on it	shopping_list_update
train-5698	make sure to put extra paint on the list	shopping_list_update
train-5699	delete soda from my shopping list and add water to it	shopping_list_update
train-5700	my name's frank	change_user_name
train-5701	my name is john	change_user_name
train-5702	i want to be called mollie	change_user_name
train-5703	they call me josh	change_user_name
train-5704	can i change my nickname	change_user_name
train-5705	i'd like you to refer to me as bob	change_user_name
train-5706	call me carrie	change_user_name
train-5707	i go by stefan	change_user_name
train-5708	my friends call me sam	change_user_name
train-5709	my name is stu, not sue!	change_user_name
train-5710	can i have you call me something else	change_user_name
train-5711	call me ishmael	change_user_name
train-5712	can i change what you call me	change_user_name
train-5713	you can call me alan	change_user_name
train-5714	only call me dan	change_user_name
train-5715	i want you to start referring to me as lucky	change_user_name
train-5716	please stop calling me dave, my name's bob	change_user_name
train-5717	can you call me something else	change_user_name
train-5718	please call me johnny	change_user_name
train-5719	call me mary	change_user_name
train-5720	change my name to master	change_user_name
train-5721	is there a way i can change the name you use to address me	change_user_name
train-5722	feel free to call me jim	change_user_name
train-5723	please change my name to loverboy	change_user_name
train-5724	my name's bob	change_user_name
train-5725	call me frank	change_user_name
train-5726	you can call me al	change_user_name
train-5727	you can call me carrie	change_user_name
train-5728	you can refer to me as frank	change_user_name
train-5729	you can call me sarah	change_user_name
train-5730	call me stevie	change_user_name
train-5731	i need to change my username	change_user_name
train-5732	i want to be called by mary	change_user_name
train-5733	i need you to call me mary	change_user_name
train-5734	hi, i'm john	change_user_name
train-5735	talk to me by calling me this name from now on	change_user_name
train-5736	i would like you to call me mary	change_user_name
train-5737	just call me sam	change_user_name
train-5738	i need to change my name to something else for you to call me	change_user_name
train-5739	the name i go by is sandy	change_user_name
train-5740	you can call me jeff	change_user_name
train-5741	i want you to call me lord	change_user_name
train-5742	i go by ted	change_user_name
train-5743	you can call me steve	change_user_name
train-5744	they call me john	change_user_name
train-5745	i want you to call me pam	change_user_name
train-5746	my name is brad	change_user_name
train-5747	change the name that you call me	change_user_name
train-5748	i'd like you to call me something different	change_user_name
train-5749	people call me gary	change_user_name
train-5750	what is 2+2	calculator
train-5751	what is 10 + 20	calculator
train-5752	can you tell me what 30% off 235 is, please	calculator
train-5753	help me with math	calculator
train-5754	what is 4 x 4	calculator
train-5755	what is 750 divided by 5	calculator
train-5756	what's 3 plus 3	calculator
train-5757	what is 5 x 4	calculator
train-5758	what is 005 percent of 1 percent	calculator
train-5759	what is 2 + 2	calculator
train-5760	what is 10 to the 12th power	calculator
train-5761	what is 38% of 389209	calculator
train-5762	what is 562 times 400	calculator
train-5763	how much is 50 plus 756	calculator
train-5764	what is 900 times 8	calculator
train-5765	what is 55 times 300	calculator
train-5766	what is 3/4 of 18	calculator
train-5767	what is 80980 + 098098 + 80980 + 1243	calculator
train-5768	what is the square root of 31	calculator
train-5769	what is an 18 percent tip on 20 dollars	calculator
train-5770	what is the square root of 144	calculator
train-5771	what is 20 times 20 times 30	calculator
train-5772	how many times does 8 go into 2000	calculator
train-5773	what is 13 times 45	calculator
train-5774	what does 2 + 2 equal	calculator
train-5775	i need you to help me with some math if you can	calculator
train-5776	can you tell me what is 18 percent of $2500	calculator
train-5777	what is 34 times 80908	calculator
train-5778	what is 7 x 7	calculator
train-5779	can you help me solve a math problem	calculator
train-5780	please help with my math	calculator
train-5781	what is 22+ 6	calculator
train-5782	what is the square root of 5	calculator
train-5783	subtract 85 from 997	calculator
train-5784	can you tell me what 30% off 235 is	calculator
train-5785	can you help me do math	calculator
train-5786	i need to know what is 85% of $1500	calculator
train-5787	what is the square root of 10294	calculator
train-5788	what is 1 fifth times 2 fifths	calculator
train-5789	if i win 200000 how do i split it 7 ways	calculator
train-5790	what is the sum of 3 plus 5	calculator
train-5791	subtract 100 from 12	calculator
train-5792	what is 10000 divided by 20	calculator
train-5793	what is 1785 minus 334 minus 87 plus 374 minus 400 plus 17	calculator
train-5794	what is 60 percent off of 350 dollars	calculator
train-5795	can you do a math problem	calculator
train-5796	what is 8 factorial	calculator
train-5797	add twelve and twelve please	calculator
train-5798	what is the square root of 10500	calculator
train-5799	could you tell me what 30% off 235 is, please	calculator
train-5800	could you check if my order has been delivered, please	order_status
train-5801	check on the status of my order	order_status
train-5802	can you check to see if my order has been delivered, please	order_status
train-5803	can you find my package in transit	order_status
train-5804	check up on the status of my online order	order_status
train-5805	has my order been shipped	order_status
train-5806	where is my order	order_status
train-5807	when can i expect to receive the order	order_status
train-5808	can you see if my order was delivered	order_status
train-5809	did my order ship	order_status
train-5810	could you check to see if my order has been delivered	order_status
train-5811	has my delivery order arrived yet	order_status
train-5812	has the order that i placed arrived	order_status
train-5813	help me find my package	order_status
train-5814	where's my package	order_status
train-5815	look up the status of the order i placed online	order_status
train-5816	show me where my order is	order_status
train-5817	where is my delivery order	order_status
train-5818	can you tell me if my last amazon order is coming today	order_status
train-5819	could you please track my package	order_status
train-5820	where's my package right now	order_status
train-5821	i ordered for delivery, has is arrived yet	order_status
train-5822	do you know where my package is	order_status
train-5823	when will my package arrive	order_status
train-5824	how soon will me package arrive	order_status
train-5825	track my package please	order_status
train-5826	when can i expect my order	order_status
train-5827	will my order be here by saturday	order_status
train-5828	i just placed my order today, what is the status of it	order_status
train-5829	hey, i just put in my order and i was wondering what the status of it	order_status
train-5830	can you check on the status of my orders at amazon	order_status
train-5831	track package, please	order_status
train-5832	can you help me find my package	order_status
train-5833	i ordered some curtains off amazon, can you tell me if it's been shipped yet	order_status
train-5834	what's going on with my order	order_status
train-5835	what is the tracking on my package	order_status
train-5836	has my online order shipped yet	order_status
train-5837	can you give me a status update on my online order from amazon	order_status
train-5838	what is the status of my recent order	order_status
train-5839	was my order dropped off	order_status
train-5840	is my order shown as delivered	order_status
train-5841	are you able to tack my package	order_status
train-5842	is my package able to be tracked by you	order_status
train-5843	i need an update on my online order from nespresso	order_status
train-5844	has my delivery order showed up	order_status
train-5845	order status	order_status
train-5846	check status on my deliver, has it been delivered	order_status
train-5847	what is the status of my order	order_status
train-5848	is the packaged delivered already	order_status
train-5849	are you able to track my package	order_status
train-5850	how long can you keep chicken in the freeze before it goes bad	food_last
train-5851	i've had eggs in the fridge since monday are they safe eat	food_last
train-5852	what is the expiration date of the milk	food_last
train-5853	how long does cottage cheese keep in the fridge	food_last
train-5854	how long will eggs last in the fridge	food_last
train-5855	when will my milk be no good	food_last
train-5856	what is the length of time i can leave pork in the fridge	food_last
train-5857	cut cucumbers can stay in the fridge for how long before spoiling	food_last
train-5858	it seems to be that i have had pizza in the fridge since monday, so is it safe to eat	food_last
train-5859	how long does it take for dough in the freezer to go off	food_last
train-5860	i got to know how long can i keep pizza in the freezer for before it goes bad	food_last
train-5861	how long can i keep macaroni in the fridge before it spoils	food_last
train-5862	i have tomatoes from tuesday, do you think those are still good	food_last
train-5863	i need to know how long can i keep pizza in the freezer for before it goes bad	food_last
train-5864	is the tofu i put in the fridge tuesday still edible today	food_last
train-5865	i wanna know how long can i keep pizza in the freezer for before it goes bad	food_last
train-5866	when does milk expire	food_last
train-5867	has the leftover hamburger from last saturday gone bad	food_last
train-5868	when does pork go bad in the fridge	food_last
train-5869	it turns out i have had pizza in the fridge since monday, so is it safe to eat	food_last
train-5870	how long can pizza be in the fridge	food_last
train-5871	ribs can stay in the fridge for how long before they turn	food_last
train-5872	how long is it safe to leave a burger in the refrigerator	food_last
train-5873	so how long can pizza last in the fridge	food_last
train-5874	is there a limit to how long you can store bread in the freezer	food_last
train-5875	how long does it take tomatoes to expire	food_last
train-5876	how long is it safe to leave shrimp in the fridge	food_last
train-5877	how long do i have before frozen chicken will go bad	food_last
train-5878	when will my eggs go bad	food_last
train-5879	so it seems i have had pizza in the fridge since monday, so is it safe to eat	food_last
train-5880	what's the time frame for hamburger stored in the freezer to go bad	food_last
train-5881	is it safe to eat chicken that has been in the fridge since monday	food_last
train-5882	how long can i expect to keep steak in the freezer	food_last
train-5883	i have had pizza in the fridge since monday, so is it safe to eat	food_last
train-5884	how long will steaks last in the freezer	food_last
train-5885	the milk will expire when	food_last
train-5886	how long will my milk be good in the fridge	food_last
train-5887	how long does it take frozen steaks to go bad	food_last
train-5888	how long are eggs good for	food_last
train-5889	how long can i keep avocados in the fridge before they go bad	food_last
train-5890	what's the shelf life of guacamole in the fridge	food_last
train-5891	can i eat the eggs i've had in the fridge since 2/21	food_last
train-5892	is it okay to eat chicken that i put in the fridge on monday	food_last
train-5893	give me the length of time that i can leave milk in my fridge	food_last
train-5894	how long can i keep pizza in the freezer for before it goes bad	food_last
train-5895	how long until pork spoils in the fridge	food_last
train-5896	how long can i leave pizza in the fridge	food_last
train-5897	when do ribs expire	food_last
train-5898	i have had pasta in the fridge since monday, can is till consume it	food_last
train-5899	tell me when the milk will expire	food_last
train-5900	go back to factory settings please	reset_settings
train-5901	i want you to reset your factory settings	reset_settings
train-5902	do a hard reset	reset_settings
train-5903	revert to your factory settings	reset_settings
train-5904	change back to your initial settings please	reset_settings
train-5905	revert to your factory settings, please	reset_settings
train-5906	reset to your natural settings	reset_settings
train-5907	refresh to factory defaults	reset_settings
train-5908	would you please reboot yourself to factory settings	reset_settings
train-5909	i need you to reset your factory settings	reset_settings
train-5910	change to factory settings now	reset_settings
train-5911	i want to go back to the factory settings	reset_settings
train-5912	reset to original settings	reset_settings
train-5913	go back to factory settings now	reset_settings
train-5914	please go back to the original settings	reset_settings
train-5915	go ahead and reset your factory settings	reset_settings
train-5916	i would like you to revert to your factory settings	reset_settings
train-5917	please reconfigure yourself back to factory settings	reset_settings
train-5918	could you reset your factory settings please	reset_settings
train-5919	go back to initial factory state	reset_settings
train-5920	i want to reset your settings to the original	reset_settings
train-5921	i want you to reset to brand new please	reset_settings
train-5922	do a hard reset to factory settings	reset_settings
train-5923	reset to default settings	reset_settings
train-5924	change settings to how they were originally	reset_settings
train-5925	go ahead and go back to the original settings	reset_settings
train-5926	make the settings go back to the original	reset_settings
train-5927	revert back to your factory settings, please	reset_settings
train-5928	restore your original settings now	reset_settings
train-5929	go to default setting	reset_settings
train-5930	go back to the original settings now	reset_settings
train-5931	you need to go back to the original settings	reset_settings
train-5932	go back to your original settings	reset_settings
train-5933	reset to default settings please	reset_settings
train-5934	please reset the factory settings	reset_settings
train-5935	i want to put you back to original settings	reset_settings
train-5936	i'd like to switch back to my factory settings	reset_settings
train-5937	please go back to to factory settings now	reset_settings
train-5938	let's go to default settings	reset_settings
train-5939	help me get my device back to it's factory settings	reset_settings
train-5940	i want you reset to factory settings	reset_settings
train-5941	i'd like to reset to factory settings	reset_settings
train-5942	reset the factory settings if possible	reset_settings
train-5943	clear all settings in a reset	reset_settings
train-5944	go back the the settings you had originally	reset_settings
train-5945	i'd like to revert to factory settings	reset_settings
train-5946	you got to go back to factory settings now	reset_settings
train-5947	go to factory settings	reset_settings
train-5948	return to your original settings	reset_settings
train-5949	please go back to your factory settings	reset_settings
train-5950	are there any meetings on the calendar for today	meeting_schedule
train-5951	when is my meeting with roger	meeting_schedule
train-5952	do i have any meetings planned for today	meeting_schedule
train-5953	tell me the meeting schedule for the day	meeting_schedule
train-5954	for today only, how many meetings are with jake	meeting_schedule
train-5955	tell me the meeting schdule please	meeting_schedule
train-5956	do i have any meetings with dave today	meeting_schedule
train-5957	what do i have going on between 9 and 10	meeting_schedule
train-5958	are any meetings scheduled for today	meeting_schedule
train-5959	do i have any meetings scheduled between 3 and 5 pm today	meeting_schedule
train-5960	let me hear all meetings for today	meeting_schedule
train-5961	do you see any meetings with john on my schedule today	meeting_schedule
train-5962	what meetings are on my calendar	meeting_schedule
train-5963	bring up any mettings for today	meeting_schedule
train-5964	please list my meetings for today	meeting_schedule
train-5965	tell me my scheduled meetings for today only, please	meeting_schedule
train-5966	when is my meeting with dan scheduled for	meeting_schedule
train-5967	do i have any meetings today between 5 and 6	meeting_schedule
train-5968	tell me when my meeting is scheduled with roger	meeting_schedule
train-5969	what meetings are scheduled for today	meeting_schedule
train-5970	are there meetings schedules today between noon and one	meeting_schedule
train-5971	when is the meeting with homer scheduled for	meeting_schedule
train-5972	do i have any meetings scheduled for today	meeting_schedule
train-5973	what times are my meetings	meeting_schedule
train-5974	is mr ceo waiting me now	meeting_schedule
train-5975	what meetings do i have today from 3 to 4	meeting_schedule
train-5976	am i scheduled to meet with heather today	meeting_schedule
train-5977	when is today's meeting with john	meeting_schedule
train-5978	is the gang getting together this afternoon	meeting_schedule
train-5979	share my meeting schedule with me	meeting_schedule
train-5980	what is on my schedule between 10:00 am and 11:00 am	meeting_schedule
train-5981	what meetings do i have scheduled today	meeting_schedule
train-5982	what meetings are on my schedule today between 1:00 pm and 4:00 pm	meeting_schedule
train-5983	on what day is my meeting with dr lee	meeting_schedule
train-5984	how many total meetings will i have between 2 and 5	meeting_schedule
train-5985	what's on my meeting schedule today	meeting_schedule
train-5986	what are my meetings today	meeting_schedule
train-5987	what meetings are on my schedule today	meeting_schedule
train-5988	do i have meetings scheduled today	meeting_schedule
train-5989	do i have many meetings today between 2 and 4	meeting_schedule
train-5990	when is my meeting with bob	meeting_schedule
train-5991	i need to know if i have any meetings scheduled for today	meeting_schedule
train-5992	what is the meeting schedule today	meeting_schedule
train-5993	what meetings do i have today between noon and one	meeting_schedule
train-5994	how many meetings do i have scheduled between 10 and 3	meeting_schedule
train-5995	do i have any meetings with stan today	meeting_schedule
train-5996	any meetings on the schedule today	meeting_schedule
train-5997	please list my meetings for today from 8:00 am to 2:00 pm	meeting_schedule
train-5998	did i schedule any meetings for today	meeting_schedule
train-5999	tell me how many meetings with pete i have for today	meeting_schedule
train-6000	what's the current timezone in barcelona	timezone
train-6001	please search for portland's timezone	timezone
train-6002	what timezone is miami in	timezone
train-6003	what's the timezone for brasilia	timezone
train-6004	what timezone does lisbon have	timezone
train-6005	how is miami time zone like	timezone
train-6006	what timezone is reno in	timezone
train-6007	what is the timezone for quito	timezone
train-6008	i need to know what timezone sedona is in	timezone
train-6009	which timezone is france in	timezone
train-6010	what timezone is lima in	timezone
train-6011	what's chicago's time zone	timezone
train-6012	french time zone	timezone
train-6013	what is the time zone of france	timezone
train-6014	i would like information on france's timezone	timezone
train-6015	time zone in france	timezone
train-6016	what timezone is japan in	timezone
train-6017	tell me the timezone las vegas is in	timezone
train-6018	what timezone is chicago in	timezone
train-6019	whats the timezone for san fransico	timezone
train-6020	tell me the timezone that spain is in	timezone
train-6021	italy's timezone is what	timezone
train-6022	do you know what the timezone is in reno	timezone
train-6023	the timezone of italy is what	timezone
train-6024	for italy what timezone is it in	timezone
train-6025	can you tell me denver's timezone	timezone
train-6026	in what timezone is nigeria	timezone
train-6027	what timezone is dallas in	timezone
train-6028	what timezone is detroit in	timezone
train-6029	do you know what timezone italy is in	timezone
train-6030	can you tell me which timezone is cambodia in	timezone
train-6031	time zone in miami is what like	timezone
train-6032	could you tell me what timezone reno is in	timezone
train-6033	what timezone is scotland in	timezone
train-6034	which timezone is colombia	timezone
train-6035	i wanna know what timezone spain is in	timezone
train-6036	nigeria is in which time zone	timezone
train-6037	which timezone is england in	timezone
train-6038	what timezone is boise in	timezone
train-6039	what timezone would i be in if i traveled to moscow	timezone
train-6040	does phoenix have a different timezone	timezone
train-6041	what timezone do they use in la	timezone
train-6042	what timezone is russia in	timezone
train-6043	what's the time zone in miami	timezone
train-6044	does the central timezone include austin	timezone
train-6045	what timezone is los angeles in	timezone
train-6046	what timezone is new york in	timezone
train-6047	reno's timezone is what	timezone
train-6048	what timezone is china in	timezone
train-6049	what timezone is london is	timezone
train-6050	is it possible to make an order for more checkbooks for my chase bank account	order_checks
train-6051	order more checkbooks for my community account	order_checks
train-6052	can you order me more checks, please	order_checks
train-6053	can i order for more checkbooks for my chase bank account	order_checks
train-6054	can you get me more checkbooks for my southern account	order_checks
train-6055	does my great western bank account allow me to order more checkbooks	order_checks
train-6056	can i get more checkbooks for my bank of america checkings account	order_checks
train-6057	can i get new checks to replace the ones we ran out of	order_checks
train-6058	i need to order more checks for my savings account	order_checks
train-6059	i would like to get some more checkbooks mailed to me	order_checks
train-6060	is it possible to order more checkbooks for my chase bank account	order_checks
train-6061	can you show me how to get more checkbooks by mail	order_checks
train-6062	i would like to place an order for more checkbooks to me mailed to me	order_checks
train-6063	ai,please order some checks for my usbank account	order_checks
train-6064	would you please order me more checkbooks for my b of t account	order_checks
train-6065	i need to order checks, so can i order some new ones	order_checks
train-6066	help me get some new checks since i ran out of them	order_checks
train-6067	i don't have checks so can i order some new ones	order_checks
train-6068	make an order for new checbooks on my td checking please	order_checks
train-6069	order more checks	order_checks
train-6070	is it possible to get more checkbooks for my navy fed account	order_checks
train-6071	i'd love to order some more checks for my checking account	order_checks
train-6072	i'd like to get some more checkbooks mailed to me, if i can	order_checks
train-6073	how can i order some more checks for my checking account	order_checks
train-6074	order some new checks to replace the ones i ran out of	order_checks
train-6075	i must order some more checks for my checking account	order_checks
train-6076	is it possible to get more checkbooks for my wells fargo checkings	order_checks
train-6077	i want to order some more checks for my savings account	order_checks
train-6078	i wanna get some new checks cause i ran out of them	order_checks
train-6079	ai, research usbank options to order more checks	order_checks
train-6080	ai, where do i go to order checks for my usbank account	order_checks
train-6081	please show me how to order more checks for my savings account	order_checks
train-6082	i recently ran out of checks, so i wanna get some new ones	order_checks
train-6083	how do i order new checks	order_checks
train-6084	i do need to get some more checkbooks mailed to me	order_checks
train-6085	how can i order more checks since i do not have any more	order_checks
train-6086	i would like to order additional checkbooks to me mailed to my home address	order_checks
train-6087	can you explain to me how to get some more checkbooks mailed to me	order_checks
train-6088	how do i place an order for more checks for my bank of america account	order_checks
train-6089	i need new checks	order_checks
train-6090	ai, show me online options to order more checks for my usbank account	order_checks
train-6091	i'm in need of checks for bank of america	order_checks
train-6092	i need to order new checks	order_checks
train-6093	i used the last check so i want you to help me order more	order_checks
train-6094	how can i order more checkbooks by mail	order_checks
train-6095	i wanna order some more checks for my checking account	order_checks
train-6096	how can i get more checks for my commerce bank checking account	order_checks
train-6097	can you order me more checks at wells fargo	order_checks
train-6098	how do i order checks for my savings account	order_checks
train-6099	will it be possible to order for more checkbooks for my chase bank account	order_checks
train-6100	what did i spend on groceries this month	spending_history
train-6101	how much have i spent on starbucks since the beginning of 2019	spending_history
train-6102	what did car insurance run me this year	spending_history
train-6103	how much did i spend on food	spending_history
train-6104	have i been spending a lot on food lately	spending_history
train-6105	how much did i spend on movies last week	spending_history
train-6106	i need to know what i spend on utilities for the last year	spending_history
train-6107	can you tell me my spending history from last week	spending_history
train-6108	how much have i paid for rent in the last 6 months	spending_history
train-6109	where did all my money go this month	spending_history
